id_produit,nom_produit,marque,categorie,sous_categorie,type_emballage,poids_net,volume,energie_kcal,energie_kj,lipides,acides_gras_satures,acides_gras_mono_insatures,acides_gras_poly_insatures,cholesterol,glucides,sucres,amidon,fibres_alimentaires,proteines,sel,sodium,calcium,fer,magnesium,zinc,vitamine_a,vitamine_c,vitamine_d,vitamine_b1,vitamine_b2,vitamine_b3,vitamine_b6,vitamine_b12,vitamine_e,vitamine_k,omega_3,omega_6,ingredients,additifs,allergenes,certifications,pays_origine,lieu_fabrication,instructions_conservation,mode_preparation,date_expiration,code_barres,site_internet_marque,service_client_contact
2386,Coca-Cola standard,Coca-Cola,Soupes,Standard,Sachet plastique,897g,,74.1 kcal,1162.2 kJ,3.5g,3.0g,8.5g,9.8g,98.9mg,34.9g,38.0g,,,,4.2g,713.9mg,236.3mg,,,2.4mg,942.4µg,6.2mg,9.0µg,1.3mg,0.1mg,14.0mg,1.9mg,,7.6mg,21.7µg,1.1g,,"Ingrédient23 (18.7%), Ingrédient37 (40.8%), Ingrédient27 (9.0%), Ingrédient18 (6.6%), Ingrédient11 (33.1%), Ingrédient24 (35.2%), Ingrédient2 (1.1%), Ingrédient24 (27.7%), Ingrédient20 (34.1%), Ingrédient17 (5.3%), Ingrédient16 (16.2%)","E100, E300, E160, E202, E110","Gluten, Lupin",,Belgique,Suisse,À conserver à température ambiante,Prêt à consommer,28/8/2025,8910982087927,www.coca-cola.com,contact@coca-cola.com
2387,Fleury Michon carotte,Fleury Michon,Légumes,Carotte,Bouteille plastique,,,,2115.7 kJ,29.4g,17.7g,,1.9g,90.5mg,60.4g,13.6g,27.9g,13.9g,15.7g,1.0g,,307.8mg,14.6mg,,,925.4µg,81.0mg,7.0µg,1.3mg,1.3mg,13.8mg,0.8mg,0.4µg,1.0mg,73.8µg,0.9g,,"Ingrédient19 (13.4%), Ingrédient38 (9.7%), Ingrédient41 (1.5%), Ingrédient39 (36.3%), Ingrédient49 (16.1%), Ingrédient10 (42.1%), Ingrédient9 (23.7%), Ingrédient18 (48.3%), Ingrédient34 (18.0%), Ingrédient49 (18.6%), Ingrédient10 (4.1%), Ingrédient26 (4.6%), Ingrédient2 (26.3%)","E200, E102, E101","Œufs, Céleri","Kasher, Commerce équitable",Espagne,Suisse,À conserver au réfrigérateur entre 0°C et 4°C,À cuire 20 minutes au four à 180°C,4/8/2025,6659141642222,www.fleurymichon.com,contact@fleurymichon.com
2388,Heinz - Porc spécial,Heinz,Viandes,Porc,Sachet plastique,,,,917.1 kJ,,5.5g,13.9g,0.4g,14.0mg,,30.0g,4.5g,12.5g,28.5g,3.3g,,169.3mg,12.3mg,71.1mg,,,4.3mg,6.3µg,1.3mg,0.1mg,,,0.2µg,11.1mg,,0.7g,,"Ingrédient18 (2.6%), Ingrédient47 (2.3%), Ingrédient7 (35.2%), Ingrédient2 (7.9%), Ingrédient5 (37.7%), Ingrédient30 (31.8%), Ingrédient4 (46.9%), Ingrédient19 (49.9%), Ingrédient35 (11.0%), Ingrédient34 (38.1%), Ingrédient16 (38.9%), Ingrédient7 (4.1%), Ingrédient26 (5.7%)","E300, E200, E330, E306",Poisson,"Commerce équitable, Commerce équitable",Portugal,Suisse,À conserver à température ambiante,À cuire 10 minutes à la poêle,10/10/2025,9981195438762,www.heinz.com,contact@heinz.com
2389,Heinz plats préparés,Heinz,Surgelés,Plats préparés,Bouteille plastique,,,232.4 kcal,407.1 kJ,27.3g,16.0g,11.8g,8.1g,65.6mg,26.0g,,1.6g,0.8g,7.6g,2.1g,999.4mg,248.2mg,,61.6mg,2.3mg,624.8µg,89.5mg,10.1µg,0.8mg,0.9mg,16.9mg,1.6mg,2.5µg,3.1mg,27.3µg,1.1g,5.4g,"Ingrédient8 (2.3%), Ingrédient2 (44.8%), Ingrédient3 (30.8%), Ingrédient14 (4.2%), Ingrédient13 (3.6%), Ingrédient29 (34.3%), Ingrédient21 (1.2%), Ingrédient16 (21.3%)","E202, E330, E100, E440, E100",Fruits à coque,"IGP, Commerce équitable",Pays-Bas,Pays-Bas,À conserver à température ambiante,Cuire à l'eau bouillante pendant 10 minutes,27/11/2025,2152188789789,www.heinz.com,contact@heinz.com
2390,Coca-Cola - Standard spécial,Coca-Cola,Riz,Standard,Film plastique,1888g,,224.9 kcal,1099.7 kJ,8.9g,2.3g,6.6g,0.3g,29.1mg,,,4.0g,,,,913.5mg,,6.7mg,,4.6mg,461.0µg,48.2mg,4.4µg,,0.3mg,,1.5mg,,,0.8µg,2.5g,3.1g,"Ingrédient21 (7.7%), Ingrédient3 (47.4%), Ingrédient1 (42.0%), Ingrédient49 (42.1%), Ingrédient39 (7.8%), Ingrédient6 (47.8%), Ingrédient16 (40.7%), Ingrédient8 (18.1%), Ingrédient36 (49.3%), Ingrédient5 (27.7%), Ingrédient43 (19.6%), Ingrédient38 (21.7%)","E101, E440, E101, E415, E440","Gluten, Sésame",AB,Allemagne,Espagne,À conserver à l'abri de la lumière et de l'humidité,Prêt à consommer,23/2/2025,1208783440843,www.coca-cola.com,contact@coca-cola.com
2391,Fleury Michon poulet premium,Fleury Michon,Viandes,Poulet,Pot en verre,158g,,,1704.5 kJ,9.1g,11.7g,10.5g,8.1g,54.7mg,40.5g,38.2g,17.7g,9.3g,5.7g,,,239.9mg,,97.7mg,1.4mg,646.1µg,,4.4µg,1.0mg,1.8mg,7.9mg,,3.6µg,13.9mg,7.3µg,1.0g,4.4g,"Ingrédient25 (20.0%), Ingrédient31 (34.4%), Ingrédient33 (31.0%), Ingrédient13 (25.9%), Ingrédient11 (45.1%), Ingrédient20 (48.3%), Ingrédient37 (30.9%), Ingrédient24 (8.3%), Ingrédient37 (46.1%), Ingrédient9 (22.6%)",,Sésame,Label Rouge,Royaume-Uni,Grèce,À conserver à température ambiante,À décongeler avant consommation,2/6/2025,3248990910511,www.fleurymichon.com,contact@fleurymichon.com
2392,Jus Lidl tradition,Lidl,Boissons,Jus,Film plastique,,4.9L,,365.6 kJ,36.0g,8.2g,14.5g,9.4g,6.2mg,45.3g,15.4g,19.7g,10.9g,8.1g,2.4g,787.1mg,,8.6mg,,,146.9µg,,14.9µg,1.0mg,1.0mg,17.9mg,,3.6µg,12.4mg,76.6µg,1.2g,,"Ingrédient1 (38.4%), Ingrédient2 (34.8%), Ingrédient19 (1.3%), Ingrédient45 (24.6%), Ingrédient32 (40.9%), Ingrédient26 (19.4%), Ingrédient35 (36.3%), Ingrédient43 (8.4%), Ingrédient4 (20.6%), Ingrédient39 (25.9%), Ingrédient22 (27.6%), Ingrédient3 (31.3%), Ingrédient43 (42.3%), Ingrédient32 (7.2%)","E415, E104","Œufs, Poisson",,Royaume-Uni,Belgique,À conserver dans un endroit frais et sec,À décongeler avant consommation,5/8/2025,5106382362723,www.lidl.com,contact@lidl.com
2393,Coca-Cola standard premium,Coca-Cola,Épices,Standard,Barquette sous vide,,,325.0 kcal,,13.6g,9.3g,4.0g,7.5g,34.7mg,2.2g,6.4g,20.4g,4.5g,,3.7g,347.2mg,297.3mg,,80.0mg,3.3mg,176.1µg,87.5mg,9.0µg,1.8mg,0.2mg,1.9mg,,,1.9mg,28.9µg,1.2g,3.0g,"Ingrédient21 (42.5%), Ingrédient22 (9.3%), Ingrédient22 (3.2%), Ingrédient1 (49.0%), Ingrédient4 (17.0%), Ingrédient44 (28.5%)","E306, E300, E150, E104",,"AB, Bio",Espagne,Allemagne,À conserver au réfrigérateur entre 0°C et 4°C,À réchauffer 3 minutes au micro-ondes,21/9/2025,3351168156617,www.coca-cola.com,contact@coca-cola.com
2394,Lidl thon,Lidl,Poissons,Thon,Bouteille verre,1441g,,,1447.4 kJ,39.7g,,2.2g,3.3g,0.6mg,26.9g,17.3g,6.6g,,17.0g,4.5g,410.8mg,83.9mg,1.0mg,61.9mg,2.9mg,421.5µg,56.2mg,2.7µg,,,4.2mg,1.6mg,0.9µg,4.4mg,18.8µg,1.8g,1.9g,"Ingrédient29 (44.8%), Ingrédient17 (45.4%), Ingrédient46 (47.2%), Ingrédient18 (6.5%), Ingrédient21 (38.2%), Ingrédient45 (14.6%), Ingrédient41 (7.0%), Ingrédient22 (12.5%), Ingrédient41 (45.7%), Ingrédient12 (15.9%), Ingrédient33 (27.9%), Ingrédient32 (28.3%), Ingrédient47 (31.2%), Ingrédient33 (7.8%), Ingrédient14 (45.9%)",E330,"Lait, Gluten","Bio, AB",Royaume-Uni,Royaume-Uni,À conserver au réfrigérateur entre 0°C et 4°C,Prêt à consommer,21/4/2025,3575938174390,www.lidl.com,contact@lidl.com
2395,Le standard Heinz,Heinz,Sauces,Standard,Boîte métallique,142g,,180.5 kcal,1131.5 kJ,22.7g,14.6g,4.6g,7.6g,,53.8g,24.4g,25.4g,1.6g,22.4g,4.1g,867.4mg,330.3mg,,53.6mg,3.9mg,696.1µg,58.4mg,9.3µg,1.2mg,0.5mg,9.7mg,1.5mg,2.9µg,7.2mg,,,1.5g,"Ingrédient11 (14.2%), Ingrédient44 (26.3%), Ingrédient33 (19.8%), Ingrédient47 (37.8%), Ingrédient15 (17.1%), Ingrédient3 (25.3%)","E300, E471, E200, E110, E202","Arachide, Arachide, Lait",,Allemagne,Royaume-Uni,À conserver dans un endroit frais et sec,À diluer dans de l'eau,24/11/2025,7422492351090,www.heinz.com,contact@heinz.com
2396,Standard Fleury Michon tradition,Fleury Michon,Riz,Standard,Boîte carton,1791g,,383.0 kcal,1440.0 kJ,7.6g,15.3g,8.6g,,19.2mg,59.2g,33.6g,19.9g,0.2g,,2.0g,386.3mg,,7.6mg,40.3mg,,188.0µg,,5.7µg,0.6mg,0.2mg,1.6mg,1.7mg,3.9µg,13.3mg,55.9µg,1.2g,4.0g,"Ingrédient34 (14.3%), Ingrédient26 (49.8%), Ingrédient42 (16.9%), Ingrédient38 (46.3%), Ingrédient19 (21.1%), Ingrédient14 (39.7%), Ingrédient23 (38.1%), Ingrédient20 (11.9%), Ingrédient25 (27.6%), Ingrédient43 (16.7%), Ingrédient31 (13.2%), Ingrédient26 (8.8%), Ingrédient22 (49.7%)","E104, E150, E415, E306, E104",,"Label Rouge, IGP",Espagne,Grèce,À conserver dans un endroit frais et sec,À diluer dans de l'eau,26/2/2025,6028749226981,www.fleurymichon.com,contact@fleurymichon.com
2397,Maggi poisson premium,Maggi,Conserves,Poisson,Boîte carton,81g,,518.1 kcal,,27.3g,13.4g,,3.9g,47.4mg,23.9g,27.5g,2.5g,8.2g,7.6g,4.7g,378.8mg,387.4mg,3.4mg,77.5mg,,,,10.1µg,1.6mg,,8.6mg,0.8mg,,,79.4µg,,5.7g,"Ingrédient34 (6.4%), Ingrédient4 (5.2%), Ingrédient11 (23.6%), Ingrédient41 (9.3%)","E211, E330, E306, E415, E120",,Commerce équitable,Pays-Bas,Italie,À conserver dans un endroit frais et sec,À cuire 10 minutes à la poêle,23/6/2025,1592375770968,www.maggi.com,contact@maggi.com
2398,Auchan standard,Auchan,Épices,Standard,Pot en verre,783g,,,1103.6 kJ,6.8g,6.9g,10.1g,9.0g,98.1mg,,19.6g,23.5g,4.5g,,,266.9mg,203.1mg,8.2mg,61.2mg,1.0mg,909.6µg,,1.0µg,0.4mg,0.3mg,16.2mg,1.1mg,2.4µg,0.7mg,,0.9g,,"Ingrédient36 (42.2%), Ingrédient17 (22.9%), Ingrédient20 (47.1%), Ingrédient21 (39.5%), Ingrédient15 (28.3%)","E104, E440, E100, E415, E471",Soja,,Grèce,Grèce,À conserver à l'abri de la lumière et de l'humidité,À réchauffer 3 minutes au micro-ondes,30/11/2025,8405281554178,www.auchan.com,contact@auchan.com
2399,Heinz - Avoine spécial,Heinz,Céréales,Avoine,Conserve,782g,,196.3 kcal,751.0 kJ,38.6g,3.0g,8.5g,1.8g,52.4mg,,7.0g,0.6g,,9.2g,,688.9mg,,13.5mg,24.1mg,2.3mg,525.4µg,,11.8µg,0.1mg,1.0mg,8.0mg,0.9mg,0.4µg,11.4mg,66.6µg,,7.6g,"Ingrédient44 (46.5%), Ingrédient7 (6.8%), Ingrédient23 (6.6%)","E104, E415, E160, E440, E100","Moutarde, Gluten, Lupin",,Pays-Bas,Suisse,À conserver au réfrigérateur entre 0°C et 4°C,À cuire 10 minutes à la poêle,1/1/2025,2971585263103,www.heinz.com,contact@heinz.com
2400,Fleury Michon - Standard spécial,Fleury Michon,Fromages,Standard,Film plastique,1187g,,180.7 kcal,854.7 kJ,3.5g,,,6.6g,50.8mg,9.6g,22.0g,,14.9g,,1.4g,603.5mg,19.0mg,,43.1mg,4.3mg,,33.8mg,11.9µg,,1.8mg,1.6mg,1.4mg,1.8µg,,,1.5g,2.6g,"Ingrédient11 (7.8%), Ingrédient8 (30.2%), Ingrédient32 (29.9%), Ingrédient38 (31.5%), Ingrédient17 (37.9%), Ingrédient42 (5.0%), Ingrédient11 (11.8%)","E200, E306, E415","Lait, Poisson",,Royaume-Uni,Espagne,À conserver à température ambiante,À cuire 10 minutes à la poêle,9/3/2025,5657736055197,www.fleurymichon.com,contact@fleurymichon.com
2401,Le yaourt Barilla,Barilla,Produits laitiers,Yaourt,Boîte métallique,1068g,,268.4 kcal,1523.4 kJ,34.6g,,14.3g,0.6g,,25.0g,38.7g,20.8g,2.4g,15.9g,1.8g,,252.5mg,13.8mg,49.4mg,2.2mg,613.6µg,93.2mg,5.5µg,0.9mg,0.1mg,6.7mg,0.0mg,4.1µg,8.9mg,,1.5g,9.3g,"Ingrédient37 (13.5%), Ingrédient27 (36.0%), Ingrédient22 (33.0%), Ingrédient13 (43.8%), Ingrédient41 (3.1%), Ingrédient35 (22.8%), Ingrédient31 (36.9%), Ingrédient33 (24.0%), Ingrédient30 (42.9%), Ingrédient37 (4.0%), Ingrédient24 (31.9%), Ingrédient17 (14.0%), Ingrédient2 (47.2%), Ingrédient15 (17.5%), Ingrédient16 (15.3%)","E202, E160, E330, E500",Sésame,Halal,Belgique,Allemagne,À conserver dans un endroit frais et sec,Cuire à l'eau bouillante pendant 10 minutes,1/9/2025,6811751636397,www.barilla.com,contact@barilla.com
2402,Cristaline - Standard spécial,Cristaline,Sauces,Standard,Film plastique,,,402.7 kcal,1306.6 kJ,33.7g,9.7g,,2.6g,63.7mg,31.2g,39.8g,0.8g,5.2g,3.2g,,653.8mg,122.1mg,5.9mg,93.1mg,2.6mg,400.5µg,42.8mg,14.7µg,0.4mg,1.8mg,19.4mg,0.9mg,,13.0mg,35.5µg,,1.7g,"Ingrédient20 (25.9%), Ingrédient7 (19.0%), Ingrédient11 (34.0%), Ingrédient44 (10.7%), Ingrédient49 (4.8%), Ingrédient8 (32.3%), Ingrédient21 (35.2%), Ingrédient36 (49.0%), Ingrédient45 (11.7%), Ingrédient25 (39.6%)",,,"Sans gluten, Commerce équitable",Royaume-Uni,Grèce,À conserver au réfrigérateur entre 0°C et 4°C,À cuire 10 minutes à la poêle,28/7/2025,3267877510113,www.cristaline.com,contact@cristaline.com
2403,Le fruits Lu,Lu,Conserves,Fruits,Bouteille plastique,,,422.5 kcal,,18.2g,20.0g,5.0g,1.2g,90.9mg,18.6g,,15.5g,0.7g,2.7g,,0.3mg,165.2mg,8.1mg,96.9mg,0.3mg,88.4µg,51.9mg,,,,9.9mg,,4.3µg,1.5mg,16.4µg,2.4g,0.2g,"Ingrédient40 (37.4%), Ingrédient48 (48.8%), Ingrédient35 (19.9%), Ingrédient25 (46.6%), Ingrédient3 (22.6%), Ingrédient48 (44.4%), Ingrédient7 (43.5%), Ingrédient13 (40.2%), Ingrédient37 (36.7%), Ingrédient40 (13.7%)",,,"AOP, Halal",Belgique,Allemagne,À conserver à température ambiante,Cuire à l'eau bouillante pendant 10 minutes,12/12/2025,1336385912498,www.lu.com,contact@lu.com
2404,Standard Maggi tradition,Maggi,Soupes,Standard,Bouteille plastique,,,567.3 kcal,,23.9g,,,0.1g,67.3mg,,1.2g,28.7g,11.5g,20.8g,2.4g,188.6mg,,4.5mg,56.5mg,1.0mg,476.8µg,,13.5µg,,0.8mg,19.1mg,1.5mg,3.7µg,6.4mg,,1.3g,1.2g,"Ingrédient27 (40.8%), Ingrédient21 (10.2%), Ingrédient17 (30.3%), Ingrédient4 (34.7%), Ingrédient39 (25.1%), Ingrédient16 (16.0%)",,,Végan,Suisse,Royaume-Uni,À conserver à température ambiante,À cuire 20 minutes au four à 180°C,6/10/2025,2030187728770,www.maggi.com,contact@maggi.com
2405,Beurre Auchan tradition,Auchan,Produits laitiers,Beurre,Conserve,,,,242.1 kJ,21.2g,10.6g,7.3g,1.2g,50.1mg,35.0g,22.2g,,9.3g,22.4g,2.3g,284.1mg,157.2mg,8.1mg,31.5mg,1.6mg,26.9µg,29.2mg,6.0µg,,1.8mg,,1.1mg,1.7µg,3.6mg,62.4µg,2.2g,0.3g,"Ingrédient1 (2.0%), Ingrédient18 (38.2%), Ingrédient26 (29.7%), Ingrédient37 (36.4%), Ingrédient36 (23.6%), Ingrédient4 (28.3%), Ingrédient15 (21.7%), Ingrédient45 (47.6%), Ingrédient34 (12.1%), Ingrédient10 (1.6%), Ingrédient15 (44.4%), Ingrédient26 (8.3%), Ingrédient36 (4.1%), Ingrédient5 (15.5%), Ingrédient31 (1.1%)","E160, E415, E160, E330, E120",,,Grèce,France,À conserver à l'abri de la lumière et de l'humidité,Cuire à l'eau bouillante pendant 10 minutes,29/8/2025,4835497267280,www.auchan.com,contact@auchan.com
2406,Sardine Barilla tradition,Barilla,Poissons,Sardine,Bouteille plastique,,1.6L,58.0 kcal,1021.0 kJ,,3.5g,2.7g,8.9g,,3.0g,13.2g,5.1g,,13.8g,0.8g,460.2mg,477.2mg,7.7mg,78.6mg,5.0mg,365.1µg,2.1mg,,,1.0mg,1.4mg,1.7mg,0.7µg,10.5mg,29.2µg,1.0g,9.6g,"Ingrédient2 (48.2%), Ingrédient3 (18.7%), Ingrédient41 (3.7%), Ingrédient36 (20.2%), Ingrédient1 (7.9%), Ingrédient8 (18.3%), Ingrédient41 (26.7%), Ingrédient33 (14.9%), Ingrédient13 (34.9%)",,Poisson,"Bio, Bio",Espagne,Espagne,À conserver à température ambiante,À cuire 20 minutes au four à 180°C,7/6/2025,2166572117191,www.barilla.com,contact@barilla.com
2407,Le carotte Kellogg's,Kellogg's,Légumes,Carotte,Bouteille verre,1612g,,516.3 kcal,2067.8 kJ,,9.5g,,3.2g,67.4mg,,28.4g,,7.3g,,,666.1mg,492.0mg,,,,742.0µg,10.9mg,,1.0mg,1.7mg,,,,12.6mg,,0.5g,,"Ingrédient39 (7.7%), Ingrédient44 (39.5%), Ingrédient41 (5.7%), Ingrédient5 (36.9%), Ingrédient25 (21.5%), Ingrédient25 (10.6%), Ingrédient36 (39.1%)","E120, E471, E300, E471",Poisson,"Halal, Bio",Suisse,Espagne,À conserver à température ambiante,Cuire à l'eau bouillante pendant 10 minutes,11/4/2025,9864890695436,www.kellogg's.com,contact@kellogg's.com
2408,Cristaline standard premium,Cristaline,Riz,Standard,Boîte métallique,1598g,,596.8 kcal,1130.6 kJ,26.2g,4.9g,1.1g,,87.3mg,37.0g,6.4g,4.5g,12.3g,26.4g,,299.3mg,345.5mg,,8.7mg,3.5mg,,26.1mg,6.0µg,,1.8mg,,0.7mg,1.3µg,10.9mg,60.1µg,,7.4g,"Ingrédient13 (26.8%), Ingrédient11 (41.2%), Ingrédient27 (43.6%), Ingrédient42 (13.6%)","E120, E150, E211, E202, E101","Fruits à coque, Soja, Sésame",Bio,Pays-Bas,Suisse,À conserver à l'abri de la lumière et de l'humidité,À cuire 20 minutes au four à 180°C,17/6/2025,9675331254549,www.cristaline.com,contact@cristaline.com
2409,Bonne Maman standard premium,Bonne Maman,Sauces,Standard,Pot en verre,810g,,337.3 kcal,313.4 kJ,31.5g,17.5g,1.3g,8.5g,,,31.2g,,10.4g,28.7g,3.5g,876.8mg,,8.1mg,87.1mg,3.5mg,926.5µg,50.7mg,10.9µg,,,3.1mg,0.5mg,4.1µg,4.9mg,,0.8g,9.0g,"Ingrédient10 (44.4%), Ingrédient34 (30.9%), Ingrédient15 (11.2%), Ingrédient32 (45.7%), Ingrédient13 (16.2%), Ingrédient37 (33.4%), Ingrédient39 (44.8%), Ingrédient26 (15.0%), Ingrédient42 (16.3%), Ingrédient26 (49.0%), Ingrédient41 (18.6%), Ingrédient21 (7.9%)","E160, E100, E160","Moutarde, Poisson, Fruits à coque","AB, AOP",France,Portugal,À conserver au réfrigérateur entre 0°C et 4°C,À réchauffer 3 minutes au micro-ondes,24/5/2025,2280898239591,www.bonnemaman.com,contact@bonnemaman.com
2410,Noix Bonne Maman tradition,Bonne Maman,Snacks,Noix,Film plastique,832g,,400.7 kcal,,14.1g,,5.9g,3.7g,73.8mg,18.5g,34.7g,,1.5g,10.8g,0.8g,765.2mg,185.9mg,11.6mg,,4.2mg,503.0µg,57.6mg,12.2µg,,0.4mg,19.8mg,0.7mg,2.7µg,10.9mg,37.6µg,0.0g,3.2g,"Ingrédient8 (11.1%), Ingrédient15 (8.7%), Ingrédient7 (10.4%), Ingrédient4 (37.6%), Ingrédient2 (8.8%), Ingrédient29 (17.2%), Ingrédient23 (11.0%), Ingrédient28 (35.5%), Ingrédient49 (9.7%), Ingrédient32 (6.9%), Ingrédient15 (14.2%), Ingrédient36 (40.3%), Ingrédient18 (18.7%), Ingrédient32 (44.0%)",E440,Crustacés,"Label Rouge, Label Rouge",Belgique,Belgique,À conserver au réfrigérateur entre 0°C et 4°C,Prêt à consommer,12/9/2025,8261225058713,www.bonnemaman.com,contact@bonnemaman.com
2411,Lidl standard premium,Lidl,Pâtisseries,Standard,Bouteille plastique,,5.3L,301.9 kcal,,26.3g,,6.6g,3.2g,54.9mg,73.6g,30.3g,0.4g,5.1g,4.5g,4.5g,,,5.3mg,64.2mg,2.8mg,248.1µg,,2.5µg,1.5mg,1.5mg,14.6mg,0.3mg,3.3µg,,49.8µg,,4.0g,"Ingrédient6 (4.6%), Ingrédient29 (32.2%), Ingrédient7 (2.1%), Ingrédient2 (15.0%), Ingrédient29 (39.5%)",,"Sésame, Gluten",,Espagne,Pays-Bas,À conserver au réfrigérateur entre 0°C et 4°C,À réchauffer 3 minutes au micro-ondes,27/4/2025,3638036213875,www.lidl.com,contact@lidl.com
2412,Le standard Président,Président,Pâtisseries,Standard,Bouteille verre,1946g,,259.8 kcal,2195.0 kJ,32.3g,2.5g,6.5g,,50.0mg,50.4g,7.4g,,6.1g,,0.9g,988.4mg,380.5mg,12.2mg,48.6mg,0.5mg,950.1µg,74.8mg,10.3µg,0.5mg,,11.9mg,1.0mg,2.1µg,7.0mg,62.4µg,2.0g,3.6g,"Ingrédient47 (38.1%), Ingrédient49 (36.6%), Ingrédient25 (2.6%), Ingrédient40 (34.6%), Ingrédient23 (42.6%), Ingrédient33 (49.8%), Ingrédient12 (29.2%), Ingrédient45 (11.2%), Ingrédient19 (10.0%), Ingrédient31 (19.7%), Ingrédient22 (40.4%), Ingrédient10 (24.8%), Ingrédient12 (15.0%), Ingrédient42 (28.4%), Ingrédient31 (42.7%)","E104, E120",,,Italie,Grèce,À conserver à l'abri de la lumière et de l'humidité,À cuire 10 minutes à la poêle,17/1/2025,4634113824688,www.président.com,contact@président.com
2413,Panzani standard premium,Panzani,Sauces,Standard,Boîte métallique,521g,,590.9 kcal,1166.2 kJ,38.7g,0.5g,,0.4g,3.1mg,12.0g,6.2g,25.0g,1.1g,2.5g,,491.0mg,,12.9mg,4.8mg,1.1mg,110.6µg,,,0.1mg,1.9mg,0.2mg,,,4.8mg,,1.5g,,"Ingrédient47 (11.4%), Ingrédient1 (12.8%), Ingrédient35 (15.2%), Ingrédient32 (42.9%)",,"Lait, Sésame, Œufs",,Pays-Bas,Belgique,À conserver au congélateur à -18°C,À diluer dans de l'eau,7/1/2025,6704120725659,www.panzani.com,contact@panzani.com
2414,Bonne Maman agneau premium,Bonne Maman,Viandes,Agneau,Pot en verre,1827g,,,1061.7 kJ,6.2g,,9.6g,,,,,,5.3g,11.5g,3.1g,282.2mg,471.5mg,11.8mg,92.6mg,1.2mg,622.4µg,77.7mg,7.6µg,1.4mg,0.8mg,3.8mg,0.0mg,0.0µg,8.7mg,75.3µg,2.2g,9.2g,"Ingrédient33 (20.5%), Ingrédient26 (24.0%), Ingrédient47 (14.9%), Ingrédient25 (46.2%), Ingrédient21 (15.8%)","E300, E150, E150, E101","Arachide, Lupin",,France,Espagne,À conserver au congélateur à -18°C,Prêt à consommer,24/3/2025,1471167076545,www.bonnemaman.com,contact@bonnemaman.com
2415,Président standard premium,Président,Pâtes,Standard,Bouteille verre,,4.7L,,,,7.6g,13.8g,5.5g,,48.1g,39.8g,,2.9g,27.9g,2.4g,322.7mg,308.8mg,13.9mg,23.8mg,3.7mg,,67.1mg,8.9µg,0.6mg,,4.0mg,1.4mg,,6.8mg,,0.0g,5.3g,"Ingrédient34 (35.6%), Ingrédient40 (26.2%), Ingrédient24 (35.0%), Ingrédient15 (13.9%), Ingrédient9 (39.9%), Ingrédient17 (41.0%), Ingrédient4 (1.8%), Ingrédient9 (49.6%), Ingrédient8 (15.3%), Ingrédient20 (3.5%)",,"Soja, Sésame, Œufs",,Portugal,Italie,À conserver au réfrigérateur entre 0°C et 4°C,À décongeler avant consommation,19/8/2025,5073391804023,www.président.com,contact@président.com
2416,Maggi plats préparés premium,Maggi,Surgelés,Plats préparés,Film plastique,1669g,,,1163.7 kJ,0.4g,12.8g,,2.3g,99.5mg,71.5g,13.5g,,8.4g,15.9g,1.2g,788.4mg,354.6mg,8.6mg,44.7mg,0.2mg,883.6µg,99.5mg,9.2µg,0.1mg,0.8mg,6.3mg,1.7mg,1.7µg,3.4mg,75.4µg,2.2g,,"Ingrédient31 (16.9%), Ingrédient31 (34.7%), Ingrédient30 (14.7%), Ingrédient31 (9.5%), Ingrédient8 (12.6%), Ingrédient2 (8.8%), Ingrédient28 (49.4%)",E471,"Sésame, Céleri, Céleri",IGP,France,Pays-Bas,À conserver dans un endroit frais et sec,Prêt à consommer,29/1/2025,6913179855105,www.maggi.com,contact@maggi.com
2417,Le noix Heinz,Heinz,Snacks,Noix,Barquette sous vide,,,403.8 kcal,629.3 kJ,23.0g,17.9g,,0.1g,38.9mg,78.9g,32.8g,4.0g,7.9g,1.1g,3.8g,337.3mg,448.6mg,5.3mg,72.6mg,2.2mg,943.4µg,20.1mg,4.9µg,,,,1.3mg,,13.9mg,51.2µg,2.8g,3.3g,"Ingrédient7 (20.1%), Ingrédient43 (28.6%), Ingrédient10 (42.2%), Ingrédient25 (10.4%), Ingrédient5 (24.6%), Ingrédient23 (28.3%), Ingrédient20 (16.6%), Ingrédient14 (14.8%), Ingrédient7 (34.1%), Ingrédient41 (28.3%), Ingrédient24 (40.9%), Ingrédient44 (20.3%), Ingrédient18 (25.2%), Ingrédient21 (8.8%), Ingrédient42 (25.0%)","E101, E211",,Halal,Royaume-Uni,Suisse,À conserver au réfrigérateur entre 0°C et 4°C,À décongeler avant consommation,9/5/2025,5115265417542,www.heinz.com,contact@heinz.com
2418,Kellogg's orange,Kellogg's,Fruits,Orange,Barquette,145g,,173.8 kcal,1645.9 kJ,24.6g,4.1g,14.2g,1.7g,,3.2g,,,0.6g,30.0g,3.7g,191.9mg,219.7mg,5.9mg,50.3mg,,41.5µg,81.3mg,2.9µg,0.2mg,,12.8mg,1.7mg,5.0µg,10.9mg,10.9µg,0.7g,7.5g,"Ingrédient41 (17.8%), Ingrédient25 (41.1%), Ingrédient31 (46.6%), Ingrédient38 (15.5%)","E110, E306, E306",,"Végan, Kasher",France,Royaume-Uni,À conserver à l'abri de la lumière et de l'humidité,À diluer dans de l'eau,29/5/2025,7019167516489,www.kellogg's.com,contact@kellogg's.com
